message-id,vendor-category,vendor-group,vendor-severity
1168,3G/4G Modem and Module,E1-T1 Module,info
1169,WAN Acceleration,Local WXA Appliance,info
1170,WAN Acceleration,Local WXA Appliance,alert
1171,WAN Acceleration,Local WXA Appliance,alert
1172,WAN Acceleration,Local WXA Appliance,alert
1173,WAN Acceleration,Local WXA Appliance,alert
1174,WAN Acceleration,Remote WXA,Appliance,warning
1175,WAN Acceleration,Remote WXA,Appliance,warning
1176,WAN Acceleration,Remote WXA,Appliance,warning
1177,Network,DNS,alert
1178,Users,SSO Agent Authentication,alert
1179,Users,SSO Agent Authentication,alert
1180,Firewall Settings,Flood protection,alert
1181,Firewall Settings,Flood protection,warning
1182,Firewall Settings,Flood protection,alert
1183,VPN,VPN IKE,debug
1184,Network,DHCP Server,warning
1185,3G/4G Modem and Module,DSL Module,alert
1186,3G/4G Modem and Module,DSL Module,alert
1187,3G/4G Modem and Module,DSL Module,alert
1188,3G/4G Modem and Module,DSL Module,alert
1189,VPN,VPN IKE,warning
1190,Users,Radius Authentication,info
1191,Users,Radius Authentication,info
1192,Users,Radius Authentication,info
1193,Users,Radius Authentication,info
1194,High Availability,Monitoring,error
1195,Security Services,Botnet Filter,warning
1196,System,Status,alert
1197,Network,NAT,notice
1198,Security Services,Geo-IP-Filter,alert
1199,Security Services,Geo-IP-Filter,alert
1200,Security Services,Botnet Filter,alert
1201,Security Services,Botnet Filter,alert
1202,Users,Authentication Access,info
1203,Users,Authentication Access,warning
1204,Users,Authentication Access,error
1205,High Availability,State,alert
1206,High Availability,State,alert
1207,High Availability,State,info
1208,High Availability,State,info
1209,Network,MAC-IP Anti-Spoof,alert
1210,Network,MAC-IP Anti-Spoof,alert
1211,Network,MAC-IP Anti-Spoof,alert
1212,Network,MAC-IP Anti-Spoof,alert
1213,Firewall Settings,Flood protection,alert
1214,Firewall Settings,Flood protection,alert
1215,VPN,DHCP Relay,info
1216,VPN,VPN IKE,debug
1217,VPN,VPN IKE,debug
1218,VPN,VPN IKE,info
1219,VPN,VPN IKE,info
1220,System,SNMP,warning
1221,System,SNMP,warning
1222,System,SNMP,warning
1223,System,SNMP,warning
1225,System,SNMP,info
1226,Network,Network Access,info
1227,Users,Authentication Access,info
1229,Wireless,Wireless Access,warning
1230,System,Time,notice
1231,System,Time,notice
1232,System,Time,notice
1233,Firewall Settings,Multicast,notice
1235,Network,Network Access,info
1236,Security Services,RBL Filter,debug
1237,Security Services,RBL Filter,debug
1238,Security Services,RBL Filter,debug
1239,Security Services,RBL Filter,debug
1240,VoIP,Anomaly,info
1241,VoIP,Anomaly,warning
1242,VoIP,Anomaly,warning
1243,Users,Authentication Access,info
1244,Users,Radius Authentication,warning
1245,Users,Radius Authentication,warning
1246,Users,Radius Authentication,warning
1252,VPN,VPN IKEi,nfo
1253,Network,IPv6 Tunneling,notice
1254,Network,ICMP,notice
1255,Network,ICMP,info
1256,Network,ICMP,info
1257,Network,ICMP,notice
1258,Network,Network Access,debug
1259,Network,DHCPv6 Server,warning
1260,Network,DHCPv6 Server,warning
1261,Network,DHCPv6 Server,info
1263,System,AppFlow,info
1264,WAN Acceleration,Remote WXA,Appliance,warning
1265,Wireless,SonicPoint,warning
1266,Wireless,SonicPoint,info
1267,VPN,VPN IPsec,debug
1268,System,Settings,notice
1269,System,Settings,notice
1270,Security Services,Crypto Test,info
1271,Security Services,Crypto Test,info
1272,Security Services,Crypto Test,info
1273,Security Services,Crypto Test,info
1274,Security Services,Crypto Test,info
1275,Security Services,Crypto Test,info
1276,Security Services,Crypto Test,info
1277,Security Services,Crypto Test,info
1278,Security Services,Crypto Test,error
1279,Security Services,Crypto Test,info
1280,Security Services,Crypto Test,info
1281,Security Services,Crypto Test,error
1282,Security Services,Crypto Test,info
1283,Security Services,Crypto Test,error
1284,Security Services,Crypto Test,info
1285,Security Services,Crypto Test,info
1286,Security Services,Crypto Test,info
1287,Security Services,Crypto Test,error
1288,Security Services,Crypto Test,info
1289,Security Services,Crypto Test,info
1290,Security Services,Crypto Test,info
1299,Security Services,Crypto Test,alert
1300,Security Services,Crypto Test,alert
1301,Network,IP,alert
1302,Network,IP,alert
1303,Network,IP,alert
1304,Network,Network Access,alert
1305,VPN,VPN IKE,warning
1306,VPN,VPN IKE,warning
1307,VPN,VPN IKE,warning
1308,VPN,VPN IKE,warning
1309,High Availability,General,warning
1310,High Availability,General,info
1311,Network,DHCP Server,notice
1312,VPN,VPN IKEv2,info
1313,Network,NAT Policy,info
1314,Network,NAT Policy,info
1315,Network,NAT Policy,info
1316,Network,ARP,alert
1324,VPN,VPN IKEv2,info
1325,VPN,VPN IKEv2,info
1326,VPN,VPN IKEv2,info
1327,VPN,VPN IKEv2,info
1328,VPN,VPN IKEv2,info
1329,VPN,VPN IKEv2,info
1330,VPN,VPN IKEv2,info
1331,VPN,VPN IKEv2,info
1332,System,Status,alert
1333,Users,Authentication Access,info
1334,Users,Authentication Access,info
1335,Users,Authentication Access,info
1336,System,Settings,info
1337,System,Settings,info
1338,System,Settings,info
1339,System,Settings,info
1340,System,Settings,info
1341,Users,Authentication Access,info
1342,Users,Authentication Access,info
1343,VPN,VPN IPsec,info
1344,Network,Interfaces,info
1345,Security Services,Crypto Test,info
1346,Security Services,Crypto Test,error
1347,Security Services,Crypto Test,info
1348,Security Services,Crypto Test,error
1349,Security Services,Crypto Test,info
1350,Security Services,Crypto Test,error
1351,Security Services,Crypto Test,info
1352,Security Services,Crypto Test,error
1353,Security Services,Crypto Test,info
1354,Security Services,Crypto Test,error
1355,Security Services,Crypto Test,info
1356,Security Services,Crypto Test,error
1357,Security Services,Crypto Test,info
1358,Security Services,Crypto Test,error
1359,Security Services,Crypto Test,info
1360,Security Services,Crypto Test,error
1361,Security Services,Crypto Test,info
1362,Security Services,Crypto Test,error
1363,Wireless,WLAN,alert
1364,VPN,VPN PKI,alert
1365,Security Services,DPI-SSL,notice
1366,Firewall Settings,Flood protection,alert
1367,Firewall Settings,Flood protection,warning
1368,Firewall Settings,Flood protection,alert
1369,Firewall Settings,Flood protection,alert
1370,Firewall Settings,Flood protection,alert
1371,Firewall Settings,Flood protection,warning
1372,Users,Radius Authentication,warning
1373,Security Services,Attacks,alert
1374,Security Services,Attacks,alert
1375,Security Services,Attacks,alert
1376,Security Services,Attacks,alert
1377,Anti-Spam,General,alert
1378,Anti-Spam,General,alert
1379,WAN Acceleration,Local WXA Appliance,warning
1380,WAN Acceleration,Local WXA Appliance,info
1381,Security Services,General,warning
1382,Log,Configuration Auditing,info
1383,Log,Configuration Auditing,info
1384,Network,TCP,debug
1385,Network,TCP,debug
1387,Security Services,Attacks,alert
1388,VPN,VPN IPsec,debug
1389,Security Services,ClientCF,info
1390,Security Services,ClientCF,info
1391,Security Services,ClientCF,alert
1392,System,Restart,alert
1393,System,Restart,alert
1394,WAN Acceleration,Local WXA Appliance,error
1395,WAN Acceleration,Local WXA Appliance,warning
1396,WAN Acceleration,Local WXA Appliance,notice
1397,WAN Acceleration,Local WXA Appliance,notice
1398,WAN Acceleration,Local WXA Appliance,notice
1399,WAN Acceleration,Local WXA Appliance,notice
1400,WAN Acceleration,Local WXA Appliance,alert
1401,WAN Acceleration,Local WXA Appliance,warning
1402,WAN Acceleration,Local WXA Appliance,error
1403,WAN Acceleration,Local WXA Appliance,info
1404,WAN Acceleration,Local WXA Appliance,info
1405,WAN Acceleration,Local WXA Appliance,warning
1406,Network,DHCPv6 Client,info
1407,Network,DHCPv6 Client,debug
1408,Network,DHCPv6 Client,debug
1409,Network,DHCPv6 Client,debug
1410,Network,DHCPv6 Client,debug
1411,Network,DHCPv6 Client,debug
1412,Network,DHCPv6 Client,info
1413,Network,DHCPv6 Client,info
1414,Network,DHCPv6 Client,info
1415,Network,DHCPv6 Server,info
1416,Network,DHCPv6 Server,info
1417,Network,DHCPv6 Server,warning
1418,Network,DHCPv6 Server,info
1419,Network,DHCPv6 Server,info
1420,Network,DHCPv6 Server,debug
1421,Network,DHCPv6 Server,debug
1422,Network,Interfaces,warning
1423,Network,Interfaces,warning
1424,Security Services,DPI-SSL,alert
1426,Wireless, SonicPoint/SonicWave,info
1428,SSL VPN,General,info
1429,Network,IP,alert
1430,Network,IP,info
1431,Network,ICMP,info
1432,System,Settings,info
1433,Network,ICMP,notice
1434,Network,Interfaces,notice
1435,Network,Interfaces,error
1436,Network,NAT,info
1437,Network,Default Address Objects,warning
1438,VPN,VPN PKI,notice
1439,VPN,VPN PKI,notice
1440,VPN,VPN PKI,notice
1441,VPN,VPN PKI,notice
1442,System,Hardware,alert
1443,Firewall Settings,Advanced Routing,warning
1444,High Availability,State,error
1445,WAN Acceleration,Local WXA Appliance,warning
1446,Network,DHCP Server,notice
1447,Network,UDP,notice
1448,Firewall Settings,Checksum Enforcement,notice
1449,Firewall Settings,Checksum Enforcement,notice
1450,Firewall Settings,Flood protection,alert
1451,Firewall Settings,Flood protection,alert
1452,Firewall Settings,Flood protection,alert
1453,Network,Network Access,info
1454,Network,Network Access,info
1455,Network,Network Access,info
1456,Network,Network Access,info
1457,Network,Network Access,info
1458,Network,ICMP,notice
1459,Security Services,GAV,info
1460,Security Services,GAV,info
1461,Security Services,Content Filter,notice
1462,Security Services,GAV,info
1463,Security Services,DPI-SSL,info
1471,Security Services,Attacks,alert
1472,Log,General,info
1473,Firewall Settings,Advanced,warning
1474,Security Services,Geo-IP-Filter,alert
1475,Security Services,Geo-IP-Filter,alert
1476,Security Services,Botnet Filter,alert
1477,Security Services,Botnet Filter,alert
1478,System,Multicast,info
1479,System,Vendor Name Resolution,info
1480,Network,DNS,info
1481,Network,DNS Proxy,info
1482,Network,DNS Proxy,info
1483,Network,DNS Proxy,info
1484,Network,DNS Proxy,info
1485,Network,DNS Proxy,info
1486,Network,DNS Proxy,info
1487,Network,DNS Proxy,info
1490,Network,Network Access,notice
1491,Network,Network Access,notice
1492,Security Services,Crypto Test,info
1493,Security Services,Crypto Test,error
1494,System,Settings,info
1495,System,Status,info
1496,System,Status,info
1497,Network,Network Access,info
1498,3G/4G Modem and Module,3G/4G Modem,info
1499,3G/4G Modem and Module,3G/4G Modem,info
1500,3G/4G Modem and Module,3G/4G Modem,info
1501,3G/4G Modem and Module,3G/4G Modem,info
1502,3G/4G Modem and Module,3G/4G Modem,info
1503,3G/4G Modem and Module,3G/4G Modem,info
1504,3G/4G Modem and Module,3G/4G Modem,info
1505,3G/4G Modem and Module,3G/4G Modem,info
1506,Wireless,WLAN,info
1507,Network,IPv6MAC-IPAnti-Spoof,alert
1508,Network,IPv6MAC-IPAnti-Spoof,alert
1509,Network,IPv6MAC-IPAnti-Spoof,alert
1510,Network,IPv6MAC-IPAnti-Spoof,alert
1511,System,Cloud Backup,info
1512,System,Cloud Backup,info
1513,System,Cloud Backup,info
1514,System,Cloud Backup,info
1515,System,Cloud Backup,info
1516,System,Cloud Backup,info
1517,Users,Authentication Access,info
1518,Security Services,Botnet Filter,alert
1519,Security Services,Botnet Filter,alert
1520,System,Settings,info
1521,System,Settings,info
1522,Wireless,SonicPoint/SonicWave,info
1523,VPN,VPN PKI,info
1524,Wireless,SonicPoint/SonicWave,alert
1525,Wireless,SonicPoint/SonicWave,info
1526,Wireless,SonicPoint/SonicWave,info
1527,Security Services,Crypto Test,error
1528,Security Services,Crypto Test,info
1532,Security Services,DPI-SSH,alert
1533,Security Services,DPI-SSH,info
1534,Security Services,DPI-SSH,alert
1535,Network,DNS,notice
1536,Network,DNS,info
1537,Network,DNS,info
1538,Network,DNS,info
1539,System,Global Search,debug
1540,System,Global Search,info
1541,System,Global Search,info
1542,Security Services,Crypto Test,info
1543,Security Services,Crypto Test,error
1544,System,Storage Module,warning
1545,System,Storage Module,info
1547,VPN,VPN IPsec,info
1549,Network,DNS Security,info
1550,Network,DNS Security,info
1551,Wireless,WLAN,info
1552,Users,Tacacs Authentication,info
1553,Users,Tacacs Authentication,warning
1554,Users,Tacacs Authentication,warning
1555,Users,Tacacs Authentication,warning
1556,Users,Tacacs Authentication,warning
1557,Users,Tacacs Authentication,info
1558,Log,General,error
1559,Security Services,Next-Gen Anti-Virus,info
1560,Security Services,Next-Gen Anti-Virus,info
1561,Security Services,Next-Gen Anti-Virus,warning
1562,Security Services,Next-Gen Anti-Virus,warning
1563,Security Services,DPI-SSL Enforcement,info
1564,Security Services,DPI-SSL Enforcement,warning
1565,System,Settings,info
1566,System,Settings,info
1567,System,Settings,info
1568,System,Settings,info
1569,Network,SFP,info
1570,Users,Authentication Access,error
1571,Users,Authentication Access,error
1573,Firewall Settings,Advanced,info
1574,Firewall,Application Control,info
1575,Security Services,DPI-SSL,warning
1576,Firewall Settings,Advanced,warning
1585,Users,Authentication Access,info
1586,SD-WAN,Path Selection Profiles,alert
1587,SD-WAN,Path Selection Profiles,alert
1588,SD-WAN,Path Selection Profiles,info
1589,SD-WAN,Path Selection Profiles,alert
1590,Network,Network Access,info
1591,Network,Advanced Routing,info
1592,Network,Advanced Routing,debug
1593,Network,DNS Security,info
1594,Network,DNS Security,info
1595,Wireless,SonicPoint/SonicWave,warning
1596,Wireless,SonicPoint/SonicWave,info
1597,Network,PoE,info
1598,Wireless,WLAN,info
1599,Security Services,Content Filter,info
1600,Security Services,Content Filter,info
1601,Security Services,Content Filter,info
1602,System,API,info
1603,System,API,info
1604,System,API,info
1605,Log,FTP,info
1606,Log,FTP,warning
1607,Log,FTP,warning
1608,SD-WAN,Performance Probes,info
1609,SD-WAN,Performance Probes,info
1610,SD-WAN,Performance Probes,info
1611,SD-WAN,Performance Class Objects,info
1612,SD-WAN,Performance Class Objects,info
1613,SD-WAN,Performance Class Objects,info
1614,SD-WAN,Performance Class Objects,info
1615,SD-WAN,Path Selection Profiles,info
1616,SD-WAN,Path Selection Profiles,info
1617,SD-WAN,Path Selection Profiles,info
1618,SD-WAN,SD-WAN Route,info
1619,SD-WAN,SD-WAN Route,info
1620,SD-WAN,SD-WAN Route,info
1621,SD-WAN,SD-WAN Groups,info
1622,SD-WAN,SD-WAN Groups,info
1623,SD-WAN,SD-WAN Groups,info
1624,SD-WAN,SD-WAN Groups,info
1625,SD-WAN,SD-WAN Groups,info
1626,SD-WAN,SD-WAN Groups,info
